Ordering,Experiment Name,Day of Experiment,TIFF Name,Link to Image,KP score,LW score,KC score,XP score,# of Graders Scored,4/4 Graders Agree?,3/4 graders agree,2/4 graders agree,50/50 Split,T/F if na of 50/50 Split,Final Score,Mode
99,Alt Prime Rd. 1,2,20220505mouse7_OD_R_2_0_0000026_Structure_0001,https://drive.google.com/file/d/1Yu2_rJcFQ0T0IFWzhISwzUL9iCujWCvB/view?usp=sharing,0.5,0.5,0.5,,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
100,Alt Prime Rd. 1,2,20220505mouse7_OD_R_2_0_0000026_Structure_0004,https://drive.google.com/file/d/1DTSpV9IBg9f1a5Rapy5GlF3fgfZs1nPX/view?usp=sharing,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
101,Alt Prime Rd. 1,2,20220505mouse7_OD_R_4_0_0000016_Structure_0001,https://drive.google.com/file/d/1InliM0CMYNzOydwZCfyv4yvAFOjSEf6m/view?usp=sharing,2,0.5,0.5,2,4,FALSE,FALSE,TRUE,TRUE,FALSE,2,2
102,Alt Prime Rd. 1,2,20220505mouse7_OD_R_4_0_0000016_Structure_0004,https://drive.google.com/file/d/1HpOY-909xfXrLGYa5GINCvk_OyQ6gRmc/view?usp=sharing,2,0.5,2,2,4,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
103,Alt Prime Rd. 1,2,20220505mouse8_OD_R_2_0_0000039_Structure_0001,https://drive.google.com/file/d/10mddwjSqUKEZB9fgRIfCArqafFWdY4kL/view?usp=sharing,2,2,1,2,4,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
104,Alt Prime Rd. 1,2,20220505mouse8_OD_R_2_0_0000039_Structure_0004,https://drive.google.com/file/d/1mrFFFyJLUupGIGqU3NGQjbmBAD6e35zc/view?usp=sharing,4,3,4,,3,FALSE,FALSE,TRUE,FALSE,FALSE,4,4
105,Alt Prime Rd. 1,2,20220505mouse8_OD_R_4_0_0000029_Structure_0001,https://drive.google.com/file/d/13YsxEbMoL5v2Tg7-Sy4IlKqKEaWLYxIp/view?usp=sharing,2,2,2,2,4,TRUE,TRUE,TRUE,FALSE,FALSE,2,2
106,Alt Prime Rd. 1,2,20220505mouse8_OD_R_4_0_0000029_Structure_0004,https://drive.google.com/file/d/1U_Kfc5pjXnykhkYoAzRDatBESjWvI416/view?usp=sharing,3,3,2,3,4,FALSE,TRUE,TRUE,FALSE,FALSE,3,3
107,Alt Prime Rd. 1,2,20220505mouse10_OD_R_2_0_0000026_Structure_0001,https://drive.google.com/file/d/1CbUNtFO7VVzKyCsKah4NlRJDZF92FiID/view?usp=sharing,1,2,3,2,4,FALSE,FALSE,TRUE,FALSE,FALSE,2,2
108,Alt Prime Rd. 1,2,20220505mouse10_OD_R_2_0_0000026_Structure_0004,https://drive.google.com/file/d/1pWQcIpl3ID7hwUY1QKvYUg57Psq51YAz/view?usp=sharing,3,3,3,3,4,TRUE,TRUE,TRUE,FALSE,FALSE,3,3
109,Alt Prime Rd. 1,2,20220505mouse10_OD_R_4_0_0000016_Structure_0001,https://drive.google.com/file/d/1MsmfwByPR3F3fQRGG_-t5OLnOiSofWfP/view?usp=sharing,0.5,0.5,0.5,,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
110,Alt Prime Rd. 1,2,20220505mouse10_OD_R_4_0_0000016_Structure_0004,https://drive.google.com/file/d/1TxReeu4fITJFnTwgtu0ayeB-TM8DBnGE/view?usp=sharing,0.5,0.5,0,,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
111,Alt Prime Rd. 1,7,20220505mouse1_OD_R_2_0_0000028_Structure_0001,https://drive.google.com/file/d/19403ecpXbfV1ISVvvBLrvD3yj_DE9sms/view?usp=sharing,1,1,1,2,4,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
112,Alt Prime Rd. 1,7,20220505mouse1_OD_R_2_0_0000028_Structure_0004,https://drive.google.com/file/d/1JGiUicO9svdC5JZiaM2WZfa56DutX2hU/view?usp=sharing,1,1,1,1,4,TRUE,TRUE,TRUE,FALSE,FALSE,1,1
113,Alt Prime Rd. 1,7,20220505mouse1_OD_R_4_0_0000041_Structure_0001,https://drive.google.com/file/d/1dlAiyzZu2EmD5oaefDv09AohQVJVrxOZ/view?usp=sharing,0,0.5,0,0.5,4,FALSE,FALSE,TRUE,TRUE,FALSE,0,0
114,Alt Prime Rd. 1,7,20220505mouse1_OD_R_4_0_0000041_Structure_0004,https://drive.google.com/file/d/1jWpsw3w8WJOgO1UWKqFAaEa6h5Wrpns2/view?usp=sharing,0.5,0,0,0.5,4,FALSE,FALSE,TRUE,TRUE,FALSE,0.5,0.5
115,Alt Prime Rd. 1,7,20220505mouse2_OD_R_2_0_0000055_Structure_0001,https://drive.google.com/file/d/1vglrUP8ipPbEKlq71jve7qcoj1kNcTwa/view?usp=sharing,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
116,Alt Prime Rd. 1,7,20220505mouse2_OD_R_2_0_0000055_Structure_0004,https://drive.google.com/file/d/1cHAiprdMBrrwMHeNpjqA6173gZw-eu9K/view?usp=sharing,1,1,1,1,4,TRUE,TRUE,TRUE,FALSE,FALSE,1,1
117,Alt Prime Rd. 1,7,20220505mouse2_OD_R_4_0_0000042_Structure_0001,https://drive.google.com/file/d/1e7MwbEaSohAYeq0Z0vyHksLlDIhCdBGC/view?usp=sharing,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
118,Alt Prime Rd. 1,7,20220505mouse2_OD_R_4_0_0000042_Structure_0004,https://drive.google.com/file/d/1eeiVw4YqwG-k2nrDvxYI7y9rNbkFRb8y/view?usp=sharing,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
119,Alt Prime Rd. 1,7,20220505mouse3_OD_R_2_0_0000042_Structure_0001,https://drive.google.com/file/d/1VGkch2b-3HjevMkiS8im1Gv_EgkxATT0/view?usp=sharing,0.5,0.5,0.5,,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
120,Alt Prime Rd. 1,7,20220505mouse3_OD_R_2_0_0000042_Structure_0004,https://drive.google.com/file/d/1EH8GnKkWsAjYrTYkWO_f8O6EoJmCyMn8/view?usp=sharing,0.5,0.5,0.5,,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
121,Alt Prime Rd. 1,7,20220505mouse3_OD_R_4_0_0000055_Structure_0001,https://drive.google.com/file/d/1fjIJBVDvOZK0Pq52SSle0NSgHz-BeB57/view?usp=sharing,0,0,0,,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
122,Alt Prime Rd. 1,7,20220505mouse3_OD_R_4_0_0000055_Structure_0004,https://drive.google.com/file/d/1cXPhDKT1IG47OwRgx3EMYmq2-P32p_jn/view?usp=sharing,0,0,0,,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
123,Alt Prime Rd. 1,7,20220505mouse4_OD_R_2_0_0000055_Structure_0001,https://drive.google.com/file/d/1dTS2iKOcU_Ri1JVEHlahyaoowHKRvlGc/view?usp=sharing,100,100,100,100,4,TRUE,TRUE,TRUE,FALSE,FALSE,100,100
124,Alt Prime Rd. 1,7,20220505mouse4_OD_R_2_0_0000055_Structure_0004,https://drive.google.com/file/d/1UVxxBtkyJ_c6H13SpF-6eCyxHpjIeW5Y/view?usp=sharing,100,100,100,,3,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
125,Alt Prime Rd. 1,7,20220505mouse4_OD_R_4_0_0000042_Structure_0001,https://drive.google.com/file/d/1r6FJ7M1Ypc0Bo5QtsBV8eF8WOXdFcQt9/view?usp=sharing,100,100,100,,3,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
126,Alt Prime Rd. 1,7,20220505mouse4_OD_R_4_0_0000042_Structure_0004,https://drive.google.com/file/d/1h3LrhcAyS38A2ZQ2HokO92mqy0plAaWn/view?usp=sharing,100,100,100,2,4,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
127,Alt Prime Rd. 1,7,20220505mouse5_OD_R_2_0_0000042_Structure_0001,https://drive.google.com/file/d/1Te1HJ2aG_LQhXsLbL_iACzFuppsVq4g1/view?usp=sharing,100,100,100,,3,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
128,Alt Prime Rd. 1,7,20220505mouse5_OD_R_2_0_0000042_Structure_0004,https://drive.google.com/file/d/1W-xQ2TTBam2Uk-RUGqoMtG6gSF8dbwZ0/view?usp=sharing,100,100,100,,3,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
129,Alt Prime Rd. 1,7,20220505mouse5_OD_R_4_0_0000055_Structure_0001,https://drive.google.com/file/d/1xTNRhBLfxd191frbTeGlXbVzhHnwnaJw/view?usp=sharing,100,100,100,,3,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
130,Alt Prime Rd. 1,7,20220505mouse5_OD_R_4_0_0000055_Structure_0004,https://drive.google.com/file/d/19I2I5XxxO0Zeiwh9jYTIpNQtyb4IYOWl/view?usp=sharing,100,100,100,,3,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
131,Alt Prime Rd. 1,7,20220505mouse6_OD_R_2_0_0000055_Structure_0001,https://drive.google.com/file/d/1N2KYFhiyVl9OUmJ-L7pRYgsMhmWAR-3o/view?usp=sharing,100,100,100,,3,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
132,Alt Prime Rd. 1,7,20220505mouse6_OD_R_2_0_0000055_Structure_0004,https://drive.google.com/file/d/1vAWISySVYBLVsJO7GTEvL0tIVGuwsfZy/view?usp=sharing,100,100,100,,3,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
133,Alt Prime Rd. 1,7,20220505mouse6_OD_R_4_0_0000042_Structure_0001,https://drive.google.com/file/d/1X8ONgOw4xvADzBdBTr7u9zdAVXubl5x_/view?usp=sharing,100,100,100,,3,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
134,Alt Prime Rd. 1,7,20220505mouse6_OD_R_4_0_0000042_Structure_0004,https://drive.google.com/file/d/1nnXh5KHm-vncrV-ZComr9JO2j9pBpVJ-/view?usp=sharing,4,100,100,,3,FALSE,FALSE,TRUE,FALSE,FALSE,100,100
135,Alt Prime Rd. 1,7,20220505mouse7_OD_R_2_0_0000042_Structure_0001,https://drive.google.com/file/d/1XdSCdqeJEhlkBt96Jj8ZWH6COuxzZggU/view?usp=sharing,0,0,0,0.5,4,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
136,Alt Prime Rd. 1,7,20220505mouse7_OD_R_2_0_0000042_Structure_0004,https://drive.google.com/file/d/1itnmCERj8YKztTMgkZGbns_CeukHQ_Hk/view?usp=sharing,0.5,0.5,0.5,1,4,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
137,Alt Prime Rd. 1,7,20220505mouse7_OD_R_4_0_0000052_Structure_0001,https://drive.google.com/file/d/1pI8nwRrhdLx5pdjn6QaTplpeF80eW7cT/view?usp=sharing,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
138,Alt Prime Rd. 1,7,20220505mouse7_OD_R_4_0_0000052_Structure_0004,https://drive.google.com/file/d/1vN1dBGi298FSi4mh_S-6r3Pd2bjOxtVQ/view?usp=sharing,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
139,Alt Prime Rd. 1,7,20220505mouse8_OD_R_2_0_0000062_Structure_0001,https://drive.google.com/file/d/1ADJPRXoiv5OSFAuYjQcGB5JaN6cHnDcQ/view?usp=sharing,100,3,2,2,4,FALSE,FALSE,TRUE,FALSE,FALSE,2,2
140,Alt Prime Rd. 1,7,20220505mouse8_OD_R_2_0_0000062_Structure_0004,https://drive.google.com/file/d/1U41yhG3vRS9vQG3R2qMW0ggmY_xnKNGm/view?usp=sharing,2,2,2,,3,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
141,Alt Prime Rd. 1,7,20220505mouse8_OD_R_4_0_0000049_Structure_0001,https://drive.google.com/file/d/1F-57x4QuglnYARTGuCbOzHHAPsW6jpZL/view?usp=sharing,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
142,Alt Prime Rd. 1,7,20220505mouse8_OD_R_4_0_0000049_Structure_0004,https://drive.google.com/file/d/1GQfSKCLT4MAJqzqMyB2HdunHDzDOXgJX/view?usp=sharing,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
143,Alt Prime Rd. 1,7,20220505mouse10_OD_R_2_0_0000042_Structure_0001,https://drive.google.com/file/d/1R-glucByFjp0UZ5faMhYESmEdNsgRtLN/view?usp=sharing,0.5,1,0.5,0.5,4,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
144,Alt Prime Rd. 1,7,20220505mouse10_OD_R_2_0_0000042_Structure_0004,https://drive.google.com/file/d/1VA7jwCX3dK5TOE93PwQroG5atcPLej18/view?usp=sharing,1,1,0.5,0.5,4,FALSE,FALSE,TRUE,TRUE,FALSE,1,1
145,Alt Prime Rd. 1,7,20220505mouse10_OD_R_4_0_0000055_Structure_0001,https://drive.google.com/file/d/1nHcvRbNkZMx3LJxo0t_4PYoZr4CrggSY/view?usp=sharing,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
146,Alt Prime Rd. 1,7,20220505mouse10_OD_R_4_0_0000055_Structure_0004,https://drive.google.com/file/d/1c2v4xmAM0FbqJJusDv4jI9kMiK7mtbT9/view?usp=sharing,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
147,Alt Prime Rd. 1,14,20220505mouse1_OD_R_2_0_0000067_Structure_0001,https://drive.google.com/file/d/1B_N45KZ5_lu_pBDXxq5JcMR7JLBFfBYg/view?usp=sharing,1,2,1,1,4,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
148,Alt Prime Rd. 1,14,20220505mouse1_OD_R_2_0_0000067_Structure_0004,https://drive.google.com/file/d/1lDOGUomiuyDHA9jVAF2thGKqnnMzq70w/view?usp=sharing,2,1,1,,3,FALSE,FALSE,TRUE,FALSE,FALSE,1,1
149,Alt Prime Rd. 1,14,20220505mouse1_OD_R_4_0_0000054_Structure_0001,https://drive.google.com/file/d/1UvaGpXEKoj7GUCd41DqxsZBbysioVqGQ/view?usp=sharing,0,0,0,,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
150,Alt Prime Rd. 1,14,20220505mouse1_OD_R_4_0_0000054_Structure_0004,https://drive.google.com/file/d/1EJmVXTDki3koNdlbUEOu9ntkoPi7hhA5/view?usp=sharing,0,0,0,0.5,4,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
151,Alt Prime Rd. 1,14,20220505mouse2_OD_R_2_0_0000068_Structure_0001,https://drive.google.com/file/d/1piXlTr8qgqZGTbSXGJyMgRri8cqyYWBr/view?usp=sharing,1,1,1,,3,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
152,Alt Prime Rd. 1,14,20220505mouse2_OD_R_2_0_0000068_Structure_0004,https://drive.google.com/file/d/1veGcsEJWo9piiB4cNdSIWae5pxP-C9Ch/view?usp=sharing,2,2,2,,3,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
153,Alt Prime Rd. 1,14,20220505mouse2_OD_R_4_0_0000081_Structure_0001,https://drive.google.com/file/d/1nU62Jh2prbiGmhyTm5279NO51Ft32qoM/view?usp=sharing,0,0,0.5,,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
154,Alt Prime Rd. 1,14,20220505mouse2_OD_R_4_0_0000081_Structure_0004,https://drive.google.com/file/d/1KzQN29eV52arERnvGmr9w_47_mnERqCh/view?usp=sharing,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
155,Alt Prime Rd. 1,14,20220505mouse3_OD_R_2_0_0000081_Structure_0001,https://drive.google.com/file/d/1Fa0ItA_iEOxdiwYBOE8proM7JP8ohAQi/view?usp=sharing,100,0.5,0.5,,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
156,Alt Prime Rd. 1,14,20220505mouse3_OD_R_2_0_0000081_Structure_0004,https://drive.google.com/file/d/1-l1cAAMt9C1_c0Xr1IU4AyxSfEhiIEMW/view?usp=sharing,0.5,0.5,0.5,,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
157,Alt Prime Rd. 1,14,20220505mouse3_OD_R_4_0_0000068_Structure_0001,https://drive.google.com/file/d/1U2C1eva6wO394GkTSoEFX2FxubWLI_Hc/view?usp=sharing,100,100,100,,3,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
158,Alt Prime Rd. 1,14,20220505mouse3_OD_R_4_0_0000068_Structure_0004,https://drive.google.com/file/d/1tLA1Iw1CR59XVA4QsuuFOJAJMRx5R7qc/view?usp=sharing,100,100,100,,3,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
159,Alt Prime Rd. 1,14,20220505mouse4_OD_R_2_0_0000068_Structure_0001,https://drive.google.com/file/d/1Ip1AMrUmrra0sRN2qTwFcjNi8osAIj-N/view?usp=sharing,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
160,Alt Prime Rd. 1,14,20220505mouse4_OD_R_2_0_0000068_Structure_0004,https://drive.google.com/file/d/14HKKyP2RhIsBdVb3j_n_VSAH4p_GJY9g/view?usp=sharing,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
161,Alt Prime Rd. 1,14,20220505mouse4_OD_R_4_0_0000081_Structure_0001,https://drive.google.com/file/d/16PDRx88UrxW_bZZoxjibHcTembcfh5JL/view?usp=sharing,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
162,Alt Prime Rd. 1,14,20220505mouse4_OD_R_4_0_0000081_Structure_0004,https://drive.google.com/file/d/119bhURBL-0OidpDdQKA2xJHQnPAAspCb/view?usp=sharing,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
163,Alt Prime Rd. 1,14,20220505mouse5_OD_R_2_0_0000081_Structure_0001,https://drive.google.com/file/d/1pOLu2YyRL1oeEdnKu6ZnzW1OegR0sRJw/view?usp=sharing,100,100,100,,3,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
164,Alt Prime Rd. 1,14,20220505mouse5_OD_R_2_0_0000081_Structure_0004,https://drive.google.com/file/d/17ixQGB5WC0qyF-GkfefReowgNajyptUA/view?usp=sharing,100,100,100,,3,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
165,Alt Prime Rd. 1,14,20220505mouse5_OD_R_4_0_0000068_Structure_0001,https://drive.google.com/file/d/17GNhC87bSw2qz1_PTI0MWjy-udzY98oO/view?usp=sharing,100,100,100,,3,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
166,Alt Prime Rd. 1,14,20220505mouse5_OD_R_4_0_0000068_Structure_0004,https://drive.google.com/file/d/1iqOUw1yezOIfOje8U-ZFSSNegKR5xdZ7/view?usp=sharing,100,100,100,,3,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
167,Alt Prime Rd. 1,14,20220505mouse6_OD_R_2_0_0000078_Structure_0001,https://drive.google.com/file/d/14Lg-DaM_1MRBCLs57DPX0A5PH8jsR0Er/view?usp=sharing,100,100,100,,3,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
168,Alt Prime Rd. 1,14,20220505mouse6_OD_R_2_0_0000078_Structure_0004,https://drive.google.com/file/d/1QeI2BaH5xVB82dxOeOhTOXZsy6C851iJ/view?usp=sharing,100,100,100,,3,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
169,Alt Prime Rd. 1,14,20220505mouse6_OD_R_4_0_0000068_Structure_0001,https://drive.google.com/file/d/13UrmPygF-ScrJz5kWdAxzDqs9jxy2swT/view?usp=sharing,100,100,100,,3,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
170,Alt Prime Rd. 1,14,20220505mouse6_OD_R_4_0_0000068_Structure_0004,https://drive.google.com/file/d/1EhPXj51T3SEQTOljB3pYTEIJ-fV3ftMX/view?usp=sharing,100,100,100,,3,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
171,Alt Prime Rd. 1,14,20220505mouse7_OD_R_2_0_0000068_Structure_0001,https://drive.google.com/file/d/1JwcABrE22mbL26H87lHS8RpbEHuy_ICE/view?usp=sharing,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
172,Alt Prime Rd. 1,14,20220505mouse7_OD_R_2_0_0000068_Structure_0004,https://drive.google.com/file/d/16l1vEmg8a0-ooCmAqD_JFvWZ4498WrtV/view?usp=sharing,0,0.5,0,0.5,4,FALSE,FALSE,TRUE,TRUE,FALSE,0,0
173,Alt Prime Rd. 1,14,20220505mouse7_OD_R_4_0_0000081_Structure_0001,https://drive.google.com/file/d/14IT9FWOd9F5O1z3gDU8nvTQDjkdJCZaH/view?usp=sharing,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
174,Alt Prime Rd. 1,14,20220505mouse7_OD_R_4_0_0000081_Structure_0004,https://drive.google.com/file/d/1sYlb3LhW14_GrdGOfkE5Zgk4I0pZN8vG/view?usp=sharing,0,0,0,,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
175,Alt Prime Rd. 1,14,20220505mouse8_OD_R_2_0_0000085_Structure_0001,https://drive.google.com/file/d/1OxGaqtfBxjVzyVVJbI1i7ILeO8EeNqer/view?usp=sharing,3,3,2,,3,FALSE,FALSE,TRUE,FALSE,FALSE,3,3
176,Alt Prime Rd. 1,14,20220505mouse8_OD_R_2_0_0000085_Structure_0004,https://drive.google.com/file/d/1-cS2EunHlD3SqDmRDKAUSg2_-N2vtxpa/view?usp=sharing,2,3,2,2,4,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
177,Alt Prime Rd. 1,14,20220505mouse8_OD_R_4_0_0000075_Structure_0001,https://drive.google.com/file/d/1L8oPOHDCoD5CxUYPvIpfz0LMoTF-LV1k/view?usp=sharing,0.5,0.5,0.5,,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
178,Alt Prime Rd. 1,14,20220505mouse8_OD_R_4_0_0000075_Structure_0004,https://drive.google.com/file/d/1H_bnvDwd8PakBwTMrRx6KCzyX0UCRuex/view?usp=sharing,2,0.5,0.5,2,4,FALSE,FALSE,TRUE,TRUE,FALSE,2,2
179,Alt Prime Rd. 1,14,20220505mouse10_OD_R_2_0_0000068_Structure_0001,https://drive.google.com/file/d/1suqin9vCrmGzu61FaNRWjzmOchF0OZXq/view?usp=sharing,0.5,1,1,,3,FALSE,FALSE,TRUE,FALSE,FALSE,1,1
180,Alt Prime Rd. 1,14,20220505mouse10_OD_R_2_0_0000068_Structure_0004,https://drive.google.com/file/d/1SH-HwxTA5iW8x9E2PtLKDzNSW5HdR77Z/view?usp=sharing,2,2,2,,3,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
181,Alt Prime Rd. 1,14,20220505mouse10_OD_R_4_0_0000081_Structure_0001,https://drive.google.com/file/d/1I7yNMoyIDvaN5qedF6q3gr2UVncHcIpc/view?usp=sharing,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
182,Alt Prime Rd. 1,14,20220505mouse10_OD_R_4_0_0000081_Structure_0004,https://drive.google.com/file/d/1qDM4-ej-kJzKrT7yinyD_fh31f5OfTXF/view?usp=sharing,0,0,0,,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
183,Alt Prime Rd. 1,21,20220505mouse1_OD_R_2_0_0000093_Structure_0001,https://drive.google.com/file/d/1F-1j1TwRtOEpuN5L3spTZI2Stnp-wQCh/view?usp=sharing,1,2,1,2,4,FALSE,FALSE,TRUE,TRUE,FALSE,1,1
184,Alt Prime Rd. 1,21,20220505mouse1_OD_R_2_0_0000093_Structure_0004,https://drive.google.com/file/d/1JIICJ3pHKSyTDGO_4YoSFhTusAOiERJl/view?usp=sharing,2,2,2,2,4,TRUE,TRUE,TRUE,FALSE,FALSE,2,2
185,Alt Prime Rd. 1,21,20220505mouse1_OD_R_4_0_0000080_Structure_0001,https://drive.google.com/file/d/1jW5uKHz3mb75HZkaERtxv9smnGhmz5U9/view?usp=sharing,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
186,Alt Prime Rd. 1,21,20220505mouse1_OD_R_4_0_0000080_Structure_0004,https://drive.google.com/file/d/1vovrf7nOoc2BNK6e4Zr6nZvk3W-UAfwY/view?usp=sharing,0,0,0,,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
187,Alt Prime Rd. 1,21,20220505mouse2_OD_R_2_0_0000094_Structure_0001,https://drive.google.com/file/d/1gAJaxkc7jTm6YWRLdwiecl-V3l-pK74x/view?usp=sharing,1,1,1,1,4,TRUE,TRUE,TRUE,FALSE,FALSE,1,1
188,Alt Prime Rd. 1,21,20220505mouse2_OD_R_2_0_0000094_Structure_0004,https://drive.google.com/file/d/1exYk9N9T52S3c4O3_p0TEt5c438WilMP/view?usp=sharing,2,2,2,2,4,TRUE,TRUE,TRUE,FALSE,FALSE,2,2
189,Alt Prime Rd. 1,21,20220505mouse2_OD_R_4_0_0000107_Structure_0001,https://drive.google.com/file/d/1uBbgOXelK1KrzcRh7Fv7wOkmlbU7OB7E/view?usp=sharing,0.5,0,0,,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
190,Alt Prime Rd. 1,21,20220505mouse2_OD_R_4_0_0000107_Structure_0004,https://drive.google.com/file/d/1nu2F1QNyHJ-C5qAe3-_JWB34A3-BI7b-/view?usp=sharing,0,0,0,,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
191,Alt Prime Rd. 1,21,20220505mouse4_OD_R_2_0_0000094_Structure_0001,https://drive.google.com/file/d/1I-ZuCNBBPc-uwW2-jfjBqsah-5JAdRsO/view?usp=sharing,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
192,Alt Prime Rd. 1,21,20220505mouse4_OD_R_2_0_0000094_Structure_0004,https://drive.google.com/file/d/1-cu1tPxMrCmIQhFNsYosSF-5tAJhLGgk/view?usp=sharing,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
193,Alt Prime Rd. 1,21,20220505mouse4_OD_R_4_0_0000107_Structure_0001,https://drive.google.com/file/d/1cNbiEQO-60UD7K23iaN1sDSMAg_hf4CJ/view?usp=sharing,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
194,Alt Prime Rd. 1,21,20220505mouse4_OD_R_4_0_0000107_Structure_0004,https://drive.google.com/file/d/1JvUvM0tyLWCiYV-N_dYdRAoqwwTj4Tr5/view?usp=sharing,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
195,Alt Prime Rd. 1,21,20220505mouse7_OD_R_2_0_0000107_Structure_0001,https://drive.google.com/file/d/17ULpuS97TnKeJpPUMx8KMVvUvRqHruGb/view?usp=sharing,0,0,0.5,0,4,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
196,Alt Prime Rd. 1,21,20220505mouse7_OD_R_2_0_0000107_Structure_0004,https://drive.google.com/file/d/1CIAeu5TdjxzNKegKF-cmJowtc-mFzC4_/view?usp=sharing,0,0,0,0.5,4,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
